458 |  1190,   1190,   2380,  -8616, 7913.840000
459 |  1196,   1196,   2392,   1584, 8015.840000
460 |  1197,   1197,   2394, -29484, 7705.160000
461 |  1194,   1194,   2388,  -1816, 7981.840000
462 |  1194,   1194,   2388,  -1816, 7981.840000
463 |  1194,   1194,   2388,  -1816, 7981.840000
464 |  1200,   1200,   2400,   8384, 8083.840000
465 |  1202,   1202,   2404,  11784, 8117.840000
466 |  1197,   1197,   2394, -29484, 7705.160000
467 |  1210,   1210,   2420,  25384, 8253.840000
468 |  1209,   1209,   2418,  -9084, 7909.160000
469 |  1209,   1209,   2418,  -9084, 7909.160000
470 |  1207,   1207,   2414, -12484, 7875.160000
471 |  1211,   1211,   2422,  -5684, 7943.160000
472 |  1219,   1219,   2438,   7916, 8079.160000
473 |  1214,   1214,   2428,  32184, 8321.840000
474 |  1214,   1214,   2428,  32184, 8321.840000
475 |  1221,   1221,   2442,  11316, 8113.160000
476 |  1213,   1213,   2426,  -2284, 7977.160000
477 |  1215,   1215,   2430,   1116, 8011.160000
478 |  1203,   1203,   2406, -19284, 7807.160000
479 |  1215,   1215,   2430,   1116, 8011.160000
480 |  1202,   1202,   2404,  11784, 8117.840000
481 |  1198,   1198,   2396,   4984, 8049.840000
482 |  1193,   1193,   2386,  29252, 8292.520000
483 |  1196,   1196,   2392,   1584, 8015.840000
484 |  1202,   1202,   2404,  11784, 8117.840000
485 |  1209,   1209,   2418,  -9084, 7909.160000
486 |  1207,   1207,   2414, -12484, 7875.160000
487 |  1203,   1203,   2406, -19284, 7807.160000
488 |  1203,   1203,   2406, -19284, 7807.160000
489 |  1201,   1201,   2402, -22684, 7773.160000
490 |  1190,   1190,   2380,  -8616, 7913.840000
491 |  1191,   1191,   2382,  25852, 8258.520000
492 |  1190,   1190,   2380,  -8616, 7913.840000
493 |  1191,   1191,   2382,  25852, 8258.520000
494 |  1192,   1192,   2384,  -5216, 7947.840000
495 |  1193,   1193,   2386,  29252, 8292.520000
496 |  1205,   1205,   2410, -15884, 7841.160000
497 |  1209,   1209,   2418,  -9084, 7909.160000
498 |  1208,   1208,   2416,  21984, 8219.840000
499 |  1210,   1210,   2420,  25384, 8253.840000
500 |  1215,   1215,   2430,   1116, 8011.160000
501 |  1216,      8,     16,  13600, 8136.000000
502 |  1209,      2,      4,   3400, 8034.000000
503 |  1208,      4,      8,   6800, 8068.000000
504 |  1209,     12,     24,  20400, 8204.000000
505 |  1209,      7,     14, -20868, 7791.320000
506 |  1206,      9,     18, -17468, 7825.320000
507 |  1208,      8,     16,  13600, 8136.000000
508 |  1211,     10,     20,  17000, 8170.000000
509 |  1218,     14,     28,  23800, 8238.000000
510 |  1217,      9,     18, -17468, 7825.320000
511 |  1206,     -4,     -8,  -6800, 7932.000000
512 |  1218,      6,     12,  10200, 8102.000000
513 |  1205,     -7,    -14,  20868, 8208.680000
514 |  1195,    -15,    -30,   7268, 8072.680000
515 |  1199,    -10,    -20, -17000, 7830.000000
516 |  1196,    -17,    -34,   3868, 8038.680000
517 |  1200,    -12,    -24, -20400, 7796.000000
518 |  1202,      1,      2, -31068, 7689.320000
519 |  1205,      5,     10, -24268, 7757.320000
520 |  1218,     13,     26, -10668, 7893.320000
521 |  1216,     15,     30,  -7268, 7927.320000
522 |  1219,     21,     42,   2932, 8029.320000
523 |  1216,     11,     22, -14068, 7859.320000
524 |  1217,      8,     16,  13600, 8136.000000
525 |  1211,     -7,    -14,  20868, 8208.680000
526 |  1200,    -13,    -26,  10668, 8106.680000
527 |  1197,    -20,    -40,  31536, 8315.360000
528 |  1191,    -30,    -60,  14536, 8145.360000
529 |  1188,    -26,    -52,  21336, 8213.360000
530 |  1187,    -24,    -48,  24736, 8247.360000
531 |  1180,    -17,    -34,   3868, 8038.680000
